question,answer,score,title,state,link
What should be the academic major of the applicant?,Strong candidates are intellectually curious,0.036584801971912384,Vanderbilt University Chancellor's Scholarship,Tennessee,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/tennessee/vanderbilt-university-chancellors-scholarship
What should be the academic major of the applicant?,3.0 GPA,0.19754107296466827,Vanderbilt University Cornelius Vanderbilt Scholarship,Tennessee,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/tennessee/vanderbilt-university-cornelius-vanderbilt-scholarship
What should be the academic major of the applicant?,professional or business career,0.010650579817593098,Vanderbilt University Ingram Scholarship,Tennessee,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/tennessee/vanderbilt-university-ingram-scholarship
What should be the academic major of the applicant?,railway engineering,0.06436249613761902,William E. and Barbara I. Van Trump Scholarship,Tennessee,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/tennessee/william-e-and-barbara-i-van-trump-scholarship
What should be the academic major of the applicant?,high school diploma,0.1401025503873825,Wisconsin Architects Foundation Out-of-State Study Scholarship,Tennessee,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/tennessee/wisconsin-architects-foundation-out-of-state-study-scholarship
What should be the academic major of the applicant?,undergraduate or graduate,0.0063239107839763165,Zagunis Student Leadership Scholarship,Tennessee,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/tennessee/zagunis-student-leadership-scholarship
What should be the academic major of the applicant?,"Junior, Senior, or Graduate student",0.08560755848884583,Ab Irvine Scholarship Program,Texas,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/texas/ab-irvine-scholarship-program
What should be the academic major of the applicant?,2.5 GPA,0.18832923471927643,Albert & Ethel Herzstein Charitable Foundation Scholarship,Texas,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/texas/albert-and-ethel-herzstein-charitable-foundation-scholarship
What should be the academic major of the applicant?,Accounting,0.8103743195533752,Alvin A. and Hattie Mae Bush Accounting Scholarship,Texas,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/texas/alvin-a-and-hattie-mae-bush-accounting-scholarship
What should be the academic major of the applicant?,"marketing, advertising, graphic arts, media or related field of study",0.09793709963560104,AMA Houston Penny Todd Scholarship,Texas,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/texas/ama-houston-penny-todd-scholarship
What should be the academic major of the applicant?,bachelor’s degree,0.27046486735343933,Arkansas Single Parent Scholarship Fund,Texas,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/texas/arkansas-single-parent-scholarship-fund
What should be the academic major of the applicant?,"radio, television, film, digital media, public relations",0.013458414003252983,Austin Alliance for Women in Media Scholarship,Texas,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/texas/austin-alliance-for-women-in-media-scholarship
What should be the academic major of the applicant?,full-time students in good academic standing,0.027467358857393265,Austin College Art Scholarships,Texas,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/texas/austin-college-art-scholarships
What should be the academic major of the applicant?,Austin College graduate,0.0031993084121495485,Austin College John D. Moseley Alumni Scholarships,Texas,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/texas/austin-college-john-d-moseley-alumni-scholarships
What should be the academic major of the applicant?,minor,0.03593667596578598,Austin College Music Scholarship,Texas,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/texas/austin-college-music-scholarship
What should be the academic major of the applicant?,Presbyterian,0.008043014444410801,Austin College Sara Bernice Moseley Scholarships for Presbyterian Students,Texas,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/texas/austin-college-sara-bernice-moseley-scholarships-for-presbyterian-students
What should be the academic major of the applicant?,minor,0.06120755150914192,Austin College Theatre Scholarship,Texas,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/texas/austin-college-theatre-scholarship
What should be the academic major of the applicant?,Applicants must have attended an eligible high school in the area,0.0698704943060875,Austin Community College Career Scholars,Texas,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/texas/austin-community-college-career-scholars
What should be the academic major of the applicant?,Applicants need not have a Masonic connection,0.0289970301091671,Austin Lodge No. 12 Academic Scholarship,Texas,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/texas/austin-lodge-no-12-academic-scholarship
What should be the academic major of the applicant?,Applicants must be a resident of Texas or Great Britain,0.005554892588406801,BAFTX Susan Howard Community Service Award,Texas,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/texas/baftx-susan-howard-community-service-award
What should be the academic major of the applicant?,"science, technology, engineering, math or business",0.5998431444168091,BAFTX Undergraduate Award,Texas,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/texas/baftx-undergraduate-award
What should be the academic major of the applicant?,"Science, Technology, Engineering or Mathematics",0.08048763871192932,BAFTX Women in STEM Scholarship,Texas,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/texas/baftx-women-in-stem-scholarship
What should be the academic major of the applicant?,"Criminal Justice, Journalism or Nursing or Healthcare",0.6824917793273926,"BECA, Inc. Edna R. Anthony Memorial Scholarship",Texas,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/texas/beca-inc-edna-r-anthony-memorial-scholarship
What should be the academic major of the applicant?,eligible studies,0.30651214718818665,Bechtel Corporation Scholarship,Texas,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/texas/bechtel-corporation-scholarship
What should be the academic major of the applicant?,current high school seniors,0.11526747047901154,Bridging the Dream Scholarship Program for High School Seniors,Texas,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/texas/bridging-the-dream-scholarship-program-for-high-school-seniors
What should be the academic major of the applicant?,Applicants must be a resident of Texas,0.008739436976611614,Brooke Ashton Parker Scholarship,Texas,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/texas/brooke-ashton-parker-scholarship
