GPA,SAT,GRADE,ACT,MUST ATTEND INTO,RESIDENTIAL ADDRESS,INCOME,ETHNICITY,RACE,NATIONALITY,AGE,GENDER,RELIGION,ABILITY,DISABILITY,MAJOR,DEADLINE,MUST STUDY IN,TITLE,STATE,LINK
-,-,-,-,Olivet College,-,-,-,-,-,-,-,-,considerable talent,-,-,-,-,Olivet College Gospel Talent Scholarship,Michigan,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/michigan/olivet-college-gospel-talent-scholarship
-,-,-,-,Michigan State University,-,-,-,-,-,-,-,-,-,-,-,-,Michigan State University,Pennsylvania Spartan Grant,Michigan,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/michigan/pennsylvania-spartan-grant
-,-,-,-,University of Michigan,-,-,-,-,-,-,-,-,leadership,-,-,-,-,Pursuit of Excellence Scholarship,Michigan,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/michigan/pursuit-of-excellence-scholarship
-,-,"junior, senior or graduate",-,Michigan college or university,-,-,-,-,-,-,-,-,-,-,-,-,-,Robert R. Robinson Scholarship,Michigan,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/michigan/robert-r-robinson-scholarship
-,-,-,-,WMU,-,-,-,-,-,-,-,-,-,-,-,-,WMU,WMU Fisher Gerontology Dissertation Prize,Michigan,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/michigan/wmu-fisher-gerontology-dissertation-prize
-,-,-,-,University of Minnesota,-,-,-,-,-,-,-,-,-,-,-,-,-,Gopher State Scholarship,Minnesota,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/minnesota/gopher-state-scholarship
-,-,-,-,Minnesota State Colleges,-,-,-,-,-,-,-,-,-,-,-,-,-,Minnesota Alliss Opportunity Grant,Minnesota,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/minnesota/minnesota-alliss-opportunity-grant
-,-,-,-,"an accredited college, university or vocational school in Minnesota",-,-,one-fourth or more Indian ancestry,-,-,-,-,-,-,-,-,-,-,Minnesota Indian Scholarship Program,Minnesota,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/minnesota/minnesota-indian-scholarship-program
-,-,-,-,"University of Minnesota, Twin Cities",-,-,students of color,color,-,-,-,-,-,-,bachelor’s degree,-,-,Puckett Scholars Program,Minnesota,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/minnesota/puckett-scholars-program
-,-,-,-,Saint Paul College,-,-,-,-,-,-,-,-,-,-,-,-,-,Saint Paul College Scholarship,Minnesota,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/minnesota/saint-paul-college-scholarship
-,-,-,-,Minnesota,Minnesota,-,-,-,Minnesota,-,-,-,-,-,-,2022-06-15,Minnesota,Vincent L. Hawkinson Foundation Scholarship,Minnesota,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/minnesota/vincent-l-hawkinson-foundation-scholarship
-,-,-,-,Maryville University,-,-,-,-,-,-,F,-,-,-,-,-,-,Maryville University STUNT Scholarship,Missouri,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/missouri/maryville-university-stunt-scholarship
-,-,-,-,a two-year or four-year Missouri college or university,-,-,-,-,-,-,-,-,-,-,-,-,-,Missouri Corn Scholarship,Missouri,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/missouri/missouri-corn-scholarship
-,-,freshmen,-,Saint Louis University,-,-,-,-,-,-,-,-,-,-,-,-,-,SLU Deans' Scholarships,Missouri,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/missouri/slu-deans-scholarships
-,-,-,-,Saint Louis University,-,-,-,-,-,-,-,-,-,-,-,-,-,SLU National Merit Award,Missouri,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/missouri/slu-national-merit-award
-,-,-,-,Saint Louis University,-,-,-,-,-,-,-,-,-,-,-,-,-,SLU Scholarship for Students Committed to Service,Missouri,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/missouri/slu-scholarship-for-students-committed-to-service
-,-,-,-,Saint Louis University,-,-,-,-,-,-,-,-,-,-,bachelor's degree,-,-,SLU Transfer Scholarships,Missouri,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/missouri/slu-transfer-scholarships
-,-,-,-,a U.S. college or graduate school,-,150000,-,-,-,-,-,-,-,-,-,-,-,Cancer for College Pacific Northwest Scholarship,Montana,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/montana/cancer-for-college-pacific-northwest-scholarship
-,-,-,-,a school in Kentucky,-,-,-,-,-,-,-,-,-,-,-,-,-,A.J. Grisanti Memorial Scholarship Fund,Nebraska,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/nebraska/a-j-grisanti-memorial-scholarship-fund
-,-,high school,-,Midland University,-,-,-,-,-,-,-,-,academic achievement,-,-,-,-,Alfred & Esther Eggerling - Midland University Scholarship,Nebraska,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/nebraska/alfred-and-esther-eggerling-midland-university-scholarship
-,-,-,-,Nebraska institution of higher learning,-,-,-,-,-,-,-,-,-,-,-,-,-,Big Game Conservation Association Scholarship,Nebraska,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/nebraska/big-game-conservation-association-scholarship
-,-,-,-,Nebraska Wesleyan University,-,-,-,-,-,-,-,-,-,-,-,-,Nebraska Wesleyan University,Ethel M. Johnson Scholarship,Nebraska,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/nebraska/ethel-m-johnson-scholarship
-,-,high school senior,-,a college or university in Nebraska,-,-,-,-,-,-,-,-,leadership qualities,-,-,-,-,George L. Watters Memorial Scholarship,Nebraska,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/nebraska/george-l-watters-memorial-scholarship
-,-,-,-,any 2 or 4-year college/university,-,-,-,-,-,-,-,-,academic achievement,-,-,-,-,Harry & Lenora Richardson-American Legion District 6 Scholarship,Nebraska,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/nebraska/harry-and-lenora-richardson-american-legion-district-6-scholarship
-,-,-,-,college in Nebraska,-,-,-,-,-,-,-,-,-,-,-,-,-,Jennings B. & Beulah G. Haggerty Scholarship,Nebraska,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/nebraska/jennings-b-and-beulah-g-haggerty-scholarship
-,-,-,-,University of Nebraska-Lincoln,-,-,-,-,-,-,-,-,-,-,-,-,-,Lucile E. Wright Scholarship,Nebraska,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/nebraska/lucile-e-wright-scholarship
-,-,junior or senior level,-,University of Nebraska-Lincoln,-,-,-,-,-,-,-,-,-,-,-,-,-,Marian Othmer Schultz Scholarship,Nebraska,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/nebraska/marian-othmer-schultz-scholarship
-,-,undergraduate,-,Nebraska postsecondary institution,-,-,-,-,-,-,-,-,-,-,undergraduate,-,-,Nebraska Opportunity Grant,Nebraska,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/nebraska/nebraska-opportunity-grant
-,-,-,-,"Central Community College, Metropolitan Community College, Northeast Community College or Southeast Community College",-,-,-,-,-,-,-,-,-,-,-,-,-,Nebraska Trucking Foundation Truck Driving/Diesel Technology Scholarship,Nebraska,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/nebraska/nebraska-trucking-foundation-truck-driving-diesel-technology-scholarship
-,-,-,-,Doane College,-,-,-,-,-,-,-,-,-,-,-,-,-,Phil Heckman Scholarship,Nebraska,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/nebraska/phil-heckman-scholarship
-,-,-,-,University of Nebraska–Lincoln,-,-,-,-,-,-,-,-,-,-,-,-,University of Nebraska–Lincoln,University of Nebraska Chancellor’s Tuition Scholarship,Nebraska,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/nebraska/university-of-nebraska-chancellors-tuition-scholarship
-,-,-,-,University of Nebraska,-,-,-,-,-,-,-,-,-,-,-,-,University of Nebraska,University of Nebraska Robert McCall Scholarship,Nebraska,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/nebraska/university-of-nebraska-robert-mccall-scholarship
-,-,-,-,a U.S. college or graduate school,-,-,-,-,-,-,-,-,-,-,-,-,-,"Dan X Wray ""Big Dream"" Scholarship",Nevada,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/nevada/dan-x-wray-big-dream-scholarship
-,-,-,-,any Title IV eligible college or university,New Hampshire,-,-,-,-,-,-,-,-,-,-,-,-,EDvestinU National Monthly Scholarship Giveaway,New Hampshire,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/new-hampshire/edvestinu-national-monthly-scholarship-giveaway
-,-,-,-,out-of-state New England public colleges and universities,-,-,-,-,-,-,-,-,-,-,-,-,-,NEBHE Tuition Break Program,New Hampshire,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/new-hampshire/nebhe-tuition-break-program
-,-,-,-,New Hampshire public colleges and universities,-,-,-,-,-,-,-,-,-,-,-,-,-,New Hampshire Higher Education Scholarships for Orphans of Veterans,New Hampshire,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/new-hampshire/new-hampshire-higher-education-scholarships-for-orphans-of-veterans
-,-,-,-,New Hampshire university or college,in-state,-,-,-,-,-,-,-,-,-,-,-,-,NSPE-NH State Scholarship Program,New Hampshire,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/new-hampshire/nspe-nh-state-scholarship-program
-,-,-,-,New England college or university,-,-,-,-,-,-,-,-,-,-,-,-,-,The Iris-Samuel Rothman Scholarship,New Hampshire,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/new-hampshire/the-iris-samuel-rothman-scholarship
-,-,freshman,-,Stevens Institute of Technology,-,-,-,-,-,-,M,-,-,-,-,-,Stevens Institute of Technology,Balanced Man Scholarship - Stevens Institute of Technology,New Jersey,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/new-jersey/balanced-man-scholarship-stevens-institute-of-technology
-,-,-,-,New Jersey college or university,-,-,-,-,-,-,-,-,-,-,-,-,-,Jack Scura Fund,New Jersey,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/new-jersey/jack-scura-fund
-,-,-,-,New Jersey City University,-,-,-,-,-,-,-,-,-,-,-,-,New Jersey City University,NJCU Honors Program in Finance Scholarship,New Jersey,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/new-jersey/njcu-honors-program-in-finance-scholarship
-,-,-,-,New Jersey,-,-,-,-,-,25,F,-,-,-,-,-,-,Voice of Working Women Education/Equipment Scholarship,New Jersey,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/new-jersey/voice-of-working-women-education-equipment-scholarship
-,-,-,-,a school in Kentucky,-,-,-,-,-,-,-,-,-,-,-,-,-,A.J. Grisanti Memorial Scholarship Fund,New York,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/new-york/a-j-grisanti-memorial-scholarship-fund
-,-,-,-,Roberts Wesleyan College,-,-,-,-,-,-,-,Free Methodist,-,-,-,-,Roberts Wesleyan College,Free Methodist Scholarship,New York,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/new-york/free-methodist-scholarship
-,-,-,-,SUNY at Utica,-,-,-,-,-,at least 88,-,-,-,-,-,-,-,International F-1 Undergraduate Merit Scholarship,New York,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/new-york/international-f-1-undergraduate-merit-scholarship
-,-,-,-,New York State post-secondary institution,-,-,-,-,U.S.,-,-,-,-,-,-,-,-,New York State Higher Education Services Corp./Aid-Part-Time Study (APTS),New York,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/new-york/new-york-state-higher-education-services-corp-aid-part-time-study-apts
-,-,-,-,NYU,-,-,-,-,-,-,-,-,-,-,-,-,NYU,New York University AnBryce Scholarship,New York,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/new-york/new-york-university-anbryce-scholarship
-,-,first-year,-,New York University,-,-,Native American,Native American,-,-,-,-,-,-,-,-,-,New York University Lenape Scholarship,New York,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/new-york/new-york-university-lenape-scholarship
-,-,-,-,Niagara University,-,-,-,-,United States,-,-,-,-,-,-,-,-,Niagara University Presidential Scholarship,New York,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/new-york/niagara-university-presidential-scholarship
-,-,-,-,Rensselaer Polytechnic Institute,-,-,-,-,-,-,-,-,-,-,-,-,Rensselaer Polytechnic Institute,Sigma Phi Epsilon NY Delta Balanced Man Scholarship,New York,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/new-york/sigma-phi-epsilon-ny-delta-balanced-man-scholarship
-,-,-,-,college/university full-time,-,-,-,LGBTQ,-,-,-,-,-,-,-,-,-,The Bryan L. Knapp Point Scholarship,New York,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/new-york/the-bryan-l-knapp-point-scholarship
